Cedula;Nombre;Sexo;eCivil;Nacido;Salario;Provincia;Politico
108700243;López Bolaños, Yehudi;M;S;25/05/1975;665000;Heredia;Frente Amplio
509810794;Zamora Escalante, Grisel;F;D;20/10/1993;1425000;San José;Liberación Nacional
201520371;Izaguirre Quirós, Jorge;F;S;26/07/1978;2280000;Guanacaste;Frente Amplio
208560763;Jerez Gamboa, José;F;U;11/04/1981;3230000;Limón;Partido Integración Nacional
506880216;Quintanilla Zarate, Alfonso;F;D;21/10/1975;1900000;Cartago;Liberación Nacional
506000577;Ojeda Izaguirre, Gerardo;M;S;16/05/1976;1995000;Guanacaste;Liberación Nacional
505850063;Fournier Obregón, Sabrina;M;C;01/05/1964;0;Heredia;Liberación Nacional
502680601;Díaz Fonseca, Yirlania;M;V;24/05/1989;1235000;Cartago;Acción Ciudadana
303380369;Quiroga Ramírez, Diana;F;C;08/11/1993;855000;Cartago;Frente Amplio
209570535;Blanco Ordoñez, Grisel;F;D;11/04/1982;2565000;Limón;Movimiento Libertario
603770511;Juárez González, Teresa;M;C;10/04/1997;95000;San José;Acción Ciudadana
505070731;Cubero Varela, Fabiola;F;U;08/07/1980;1235000;Alajuela;Partido Integración Nacional
406530529;Iglesias Vega, Ana;M;U;09/11/1983;1140000;San José;Renovación Costarricense
707470983;Palma Cubero, Huberth;F;C;24/11/1976;1520000;Guanacaste;Unidad Social Cristiana
307090350;Saborío Wright, Yvone;M;U;28/05/1999;665000;Puntarenas;Liberación Nacional
703850471;Jiménez Bolaños, Ximena;F;D;12/05/1981;285000;Heredia;Republicano Social Cristiano
709440265;Acevedo Bolaños, Orlando;M;V;09/12/1985;2375000;Puntarenas;Unidad Social Cristiana
709560961;De la O Monestel, Indira;M;D;13/08/1993;2565000;Cartago;Liberación Nacional
208410355;Palacios Cespedes, Ana;M;S;11/12/1983;190000;Limón;Movimiento Libertario
501380383;Ballesteros Rivera, Lorena;F;U;01/08/1997;1900000;San José;Renovación Costarricense
400580768;Nuñez Labrador, Félix;M;D;21/05/1967;1425000;Heredia;Accesibilidad sin Exclusión
409430886;Ordoñez Ramírez, Yolanda;M;V;04/06/1980;2185000;San José;Partido Integración Nacional
108010009;Izaguirre Barboza, David;M;C;28/08/1978;2660000;Puntarenas;Renovación Costarricense
609470354;Fajardo Campos, Jorge;M;D;14/03/1992;2945000;San José;Republicano Social Cristiano
309100933;Herrera Gaitan, Olga;F;U;23/06/1984;380000;Puntarenas;Movimiento Libertario
304820757;Jiménez Salas, Ofelia;F;C;16/09/1983;2850000;Cartago;Accesibilidad sin Exclusión
307710026;Ulloa Izaguirre, Yirlania;M;U;18/02/1996;0;Puntarenas;Frente Amplio
305600596;Ugalde Zamora, Vanesa;F;S;04/01/1994;1710000;Puntarenas;Partido Integración Nacional
101640406;Trujillo Madrigal, Mauricio;M;C;10/10/1997;950000;San José;Unidad Social Cristiana
708510651;Gaitan Williams, Hellen;F;S;29/03/1969;475000;San José;Frente Amplio
608360989;Madrigal Ruiz, Joyce;M;U;16/12/1986;950000;Cartago;Frente Amplio
204080360;Varela Ojeda, Fabiola;F;S;15/04/1985;475000;Cartago;Renovación Costarricense
406140698;Herrera Fajardo, Xavier;F;S;27/04/1995;2850000;Guanacaste;Accesibilidad sin Exclusión
100410079;Lara Zarate, Tatiana;F;S;06/02/1969;380000;San José;Liberación Nacional
307860319;Varela Ureña, Paula;F;D;07/01/1974;380000;Puntarenas;Acción Ciudadana
400060102;Palacios Infante, Adriana;F;S;09/05/1980;0;Alajuela;Acción Ciudadana
609430090;Labrador García, Katia;F;C;31/07/1994;1710000;Puntarenas;Partido Integración Nacional
702370034;Ballesteros Cubero, Debora;M;D;15/01/1992;1235000;Heredia;Frente Amplio
309750570;Cubero Ochoa, Olga;F;D;16/09/1971;1710000;Puntarenas;Frente Amplio
309820882;Jiménez Palma, Dunia;F;D;01/12/1984;2090000;San José;Partido Integración Nacional
200340498;Ordoñez Ocampo, Norman;F;V;01/04/1994;2280000;Cartago;Acción Ciudadana
401590616;Elizondo Trujillo, Ernesto;F;U;07/04/1988;1805000;Puntarenas;Acción Ciudadana
609310035;Obregón Tenorio, Bianka;M;S;06/09/1974;1710000;Puntarenas;Accesibilidad sin Exclusión
603680003;Duarte Ruiz, Efraín;F;D;23/04/1970;1330000;San José;Partido Integración Nacional
505430990;Ibarra Vega, Yirlania;F;C;03/04/1984;1710000;Alajuela;Accesibilidad sin Exclusión
107730477;Iglesias Labrador, Bianka;F;U;27/01/1961;1520000;Cartago;Renovación Costarricense
202910577;Abarca Ulloa, Félix;F;D;26/04/1992;950000;San José;Frente Amplio
709020053;Ibanez Hidalgo, Ingrid;M;V;02/01/1992;95000;San José;Acción Ciudadana
704300326;Vargas Ojeda, Francini;F;S;28/10/1978;380000;San José;Frente Amplio
403420268;Jerez Jaén, Alfonso;F;S;06/05/1963;1235000;San José;Movimiento Libertario
502960994;Ureña Chavarría, Olga;M;C;18/07/1974;665000;Puntarenas;Movimiento Libertario
304790418;Redondo Mendez, Nuria;M;V;21/10/1985;1140000;Guanacaste;Unidad Social Cristiana
309900794;Redondo Navas, Karla;M;D;29/08/1974;2565000;Cartago;Movimiento Libertario
407850428;Huertas Quintero, Beverly;M;V;12/01/1961;1140000;Cartago;Liberación Nacional
408190492;Izaguirre Durán, Osvaldo;F;U;17/12/1986;2755000;Heredia;Unidad Social Cristiana
403620454;Madrigal Almengor, Yehudi;M;U;16/06/1987;1615000;Alajuela;Accesibilidad sin Exclusión
308770014;Noguera Tenorio, Adriana;M;U;25/01/1961;285000;Cartago;Partido Integración Nacional
409950812;Rivera Elizondo, Indira;M;D;31/01/1994;1710000;Cartago;Republicano Social Cristiano
304020314;Ugarte Mendez, Raúl;M;S;01/02/1996;3135000;Puntarenas;Acción Ciudadana
203310716;Hurtado Zarate, Beverly;M;S;18/04/1995;1045000;Guanacaste;Acción Ciudadana
506470505;Ureña Ocampo, Félix;M;D;26/04/1973;1330000;Heredia;Renovación Costarricense
306040096;López Gaitan, Dunia;M;C;06/11/1960;380000;Guanacaste;Frente Amplio
205220983;Sáenz Monestel, Elena;F;S;21/07/1964;855000;Guanacaste;Liberación Nacional
404440666;Jerez Abarca, Lorena;F;U;26/12/1985;665000;San José;Renovación Costarricense
207730321;Monestel Saborío, German;M;V;01/01/1990;2470000;San José;Renovación Costarricense
200970548;Ulloa Lagos, Sergio;M;V;29/08/1994;2945000;Cartago;Movimiento Libertario
408880999;Talavera Acevedo, Paula;F;U;16/11/1966;1140000;Cartago;Renovación Costarricense
705560885;Díaz Monestel, Luis;M;V;18/03/1962;1425000;Heredia;Frente Amplio
400760696;Caballero Fajardo, Alfonso;F;D;14/06/1992;95000;San José;Movimiento Libertario
206370561;Hidalgo Nicolas, Bianka;M;U;07/12/1998;380000;San José;Liberación Nacional
708180798;Barahona Echandi, Carmen;M;U;13/10/1982;190000;San José;Accesibilidad sin Exclusión
703040526;Chavarría López, Francini;F;U;04/10/1986;1710000;Alajuela;Movimiento Libertario
501900276;Elizondo Monestel, Sandra;F;D;18/10/1992;1045000;Guanacaste;Acción Ciudadana
301620546;Domingues Monestel, Julia;F;V;03/04/1988;1710000;Guanacaste;Liberación Nacional
707960152;Sáenz Alvarado, Yonan;F;U;23/10/1980;475000;Guanacaste;Movimiento Libertario
207260739;Flores Redondo, Mario;F;U;22/08/1994;2185000;Limón;Republicano Social Cristiano
702370308;Alvarado Chavarría, Sabrina;F;U;08/05/1977;2755000;Puntarenas;Renovación Costarricense
507600601;Ugarte Williams, Braulio;F;V;23/06/1992;2945000;Cartago;Movimiento Libertario
203900319;Lara Ocampo, Fabiola;M;S;21/02/1970;1520000;San José;Renovación Costarricense
206160682;Durán Sáenz, Wendy;M;D;30/08/1998;380000;Heredia;Acción Ciudadana
609470102;Salas Espinoza, Ximena;M;D;15/12/1998;950000;Heredia;Accesibilidad sin Exclusión
709550023;Echandi Lara, Hellen;F;D;04/10/1967;2565000;Limón;Accesibilidad sin Exclusión
203800455;Quintero Ibanez, Efraín;F;V;18/07/1978;95000;Heredia;Partido Integración Nacional
609850116;Domingues De la O, Elsa;F;S;30/04/1987;2375000;Puntarenas;Acción Ciudadana
601750888;Izaguirre Jaén, David;F;S;08/02/1985;3040000;Limón;Liberación Nacional
403580594;Zamora Redondo, Olga;M;U;29/09/1985;380000;Alajuela;Unidad Social Cristiana
602000554;Ureña Rivera, Mauricio;F;S;15/05/1975;2185000;Limón;Acción Ciudadana
509530729;González De la O, Samuel;F;V;02/09/1989;2090000;Guanacaste;Renovación Costarricense
105120644;Fajardo López, Melania;F;D;28/07/1961;570000;Puntarenas;Partido Integración Nacional
709260133;Barboza Ochoa, Rebeca;F;D;22/10/1983;570000;Heredia;Partido Integración Nacional
203370378;Wright Urbina, Osvaldo;F;C;26/04/1977;1900000;Limón;Unidad Social Cristiana
501390726;Quintero Jiménez, Olga;M;V;23/06/1969;2660000;Guanacaste;Liberación Nacional
305280062;Gamboa Manzanares, Tatiana;F;D;09/02/1984;2660000;Heredia;Partido Integración Nacional
408350731;Caballero Nicolas, René;F;S;08/11/1983;2280000;Cartago;Acción Ciudadana
305980487;Trujillo Sáenz, Pedro;F;S;25/06/1965;855000;Cartago;Republicano Social Cristiano
200010523;Naranjo Ordoñez, Grisel;M;S;28/07/1969;95000;Alajuela;Republicano Social Cristiano
107440654;Quiroga Abarca, Paula;M;S;29/12/1984;2850000;Alajuela;Accesibilidad sin Exclusión
707280655;Palma Labrador, Alfonso;M;D;04/01/1965;1710000;Puntarenas;Acción Ciudadana
607640234;Fonseca Ordoñez, Ulises;F;C;19/07/1974;1900000;Heredia;Movimiento Libertario
705680493;Urbina Tijerino, Elsa;M;C;21/01/1982;380000;Guanacaste;Renovación Costarricense
402670678;Navas Ureña, Gerardo;M;S;22/07/1996;1425000;Alajuela;Acción Ciudadana
401850120;Salas Cubero, Zaida;F;U;31/05/1983;0;Heredia;Republicano Social Cristiano
401570911;Hurtado Jácamo, Diego;F;V;19/05/1989;2375000;Cartago;Renovación Costarricense
104100039;Rivera Almengor, Hellen;M;S;04/07/1972;0;Alajuela;Movimiento Libertario
407230602;Acevedo González, Lorenzo;F;V;11/10/1972;190000;Cartago;Liberación Nacional
102080007;Padilla Obregón, Ofelia;F;C;19/09/1979;1615000;Limón;Acción Ciudadana
502680003;Fernández Domingues, Gabriela;M;U;09/09/1960;1045000;Puntarenas;Frente Amplio
508940857;Paniagua Redondo, Tatiana;M;S;18/12/1982;760000;Heredia;Accesibilidad sin Exclusión
607990665;Huertas Torres, Karla;M;D;16/12/1966;855000;Limón;Renovación Costarricense
108870149;Quirós Herrera, Úrsula;M;U;20/08/1981;3040000;Heredia;Frente Amplio
202500008;Jerez Rivera, David;F;D;01/10/1975;570000;Limón;Renovación Costarricense
307260934;Izaguirre Lagos, Mercedes;F;V;08/04/1974;2850000;Heredia;Frente Amplio
104220800;Almengor Tenorio, Debora;F;S;20/07/1965;2565000;Alajuela;Liberación Nacional
709880261;Palacios Palacios, Úrsula;F;U;01/12/1974;2850000;Limón;Unidad Social Cristiana
601790565;Nicolas Izaguirre, Beverly;F;C;12/02/1992;3230000;Limón;Renovación Costarricense
302180623;Ulloa Gaitan, Deisi;M;D;24/03/1979;3135000;Alajuela;Unidad Social Cristiana
202110896;Ochoa Vega, Isaías;F;U;24/12/1990;1140000;Heredia;Liberación Nacional
209260492;Ordoñez Abarca, Sabrina;F;U;21/03/1964;2660000;Guanacaste;Liberación Nacional
505740752;Nicolas Caballero, Teodóro;M;U;23/01/1992;0;Heredia;Republicano Social Cristiano
201670127;Acevedo Esquivel, Mario;M;D;09/10/1996;2185000;Heredia;Liberación Nacional
706660669;Urbina Iglesias, Nazaret;M;C;24/09/1988;1330000;San José;Unidad Social Cristiana
500830003;Sanchez Vega, Julia;F;V;29/07/1991;1710000;Heredia;Movimiento Libertario
107710192;Gamboa Lamas, Giovanna;F;S;06/07/1992;570000;Cartago;Republicano Social Cristiano
605640235;Fajardo López, Bianka;M;D;20/03/1961;285000;Cartago;Movimiento Libertario
400600155;Labrador Jaén, Irma;F;D;22/01/1976;2660000;San José;Partido Integración Nacional
609200935;Urbina Mendez, Wilfrido;F;U;29/10/1981;855000;Alajuela;Republicano Social Cristiano
702430228;Trujillo Fernández, Mercedes;F;U;25/11/1977;1900000;San José;Acción Ciudadana
507160321;García Hidalgo, Pedro;M;U;02/11/1984;855000;Cartago;Frente Amplio
101670520;Quintana Jerez, Braulio;F;D;19/11/1965;570000;Limón;Liberación Nacional
603970668;Trujillo Tijerino, Fernando;M;C;02/03/1982;760000;Cartago;Movimiento Libertario
604120395;Naranjo Ulloa, Kevin;M;V;02/06/1969;3230000;Heredia;Unidad Social Cristiana
109340109;Vallejo Mendez, Verónica;M;C;24/02/1995;760000;Puntarenas;Partido Integración Nacional
304450797;Salas Mendez, Deisi;M;U;08/04/1981;1045000;Alajuela;Unidad Social Cristiana
209400499;Ramírez López, Carlos;M;U;24/01/1962;2755000;Heredia;Renovación Costarricense
605280911;Jaén Naranjo, Wilfrido;M;U;14/08/1960;1235000;Puntarenas;Acción Ciudadana
506180176;Alvarado Izaguirre, David;F;U;09/10/1969;380000;Limón;Republicano Social Cristiano
404430665;Salas Wright, Ignacio;M;U;17/03/1973;2565000;Guanacaste;Unidad Social Cristiana
307330196;Galan Vargas, Lady;M;U;12/08/1962;3230000;Cartago;Accesibilidad sin Exclusión
604690825;Domingues Hernández, Carlos;F;S;06/05/1991;1805000;Heredia;Accesibilidad sin Exclusión
100280899;Juárez De la O, Teodóro;F;U;26/06/1976;950000;Limón;Acción Ciudadana
509770971;Noguera Elizondo, Xiomara;M;D;15/06/1975;665000;Limón;Frente Amplio
401580492;Ojeda Ojeda, Zulema;M;V;21/02/1974;2185000;Heredia;Unidad Social Cristiana
201360102;Ruiz Ramírez, Félix;M;C;17/01/1960;285000;Alajuela;Acción Ciudadana
306480494;Nicolas Palma, Braulio;F;V;09/03/1964;1140000;Alajuela;Accesibilidad sin Exclusión
208110395;Redondo Fernández, Lady;F;V;10/08/1961;2185000;Alajuela;Unidad Social Cristiana
602780769;Quintero Durán, Alvaro;M;U;02/10/1961;2470000;Heredia;Acción Ciudadana
203190379;Monestel Vargas, Ignacio;F;S;24/11/1985;2945000;San José;Accesibilidad sin Exclusión
204630701;Nuñez Abarca, Lorenzo;M;D;18/10/1968;760000;Guanacaste;Republicano Social Cristiano
609700964;Caballero Salas, Wilfrido;F;S;31/03/1964;285000;Puntarenas;Republicano Social Cristiano
106300392;Hidalgo Chavarría, Lady;M;D;25/02/1981;2660000;Heredia;Liberación Nacional
703220835;Hurtado Abarca, Marianela;M;D;08/11/1985;950000;Heredia;Movimiento Libertario
400390593;Obregón Salas, Zacarías;F;D;26/02/1972;1330000;Cartago;Accesibilidad sin Exclusión
209730650;Abarca González, Wenceslao;M;C;27/09/1973;2945000;Puntarenas;Acción Ciudadana
705800565;Díaz Wright, Walter;F;D;01/03/1969;570000;Heredia;Acción Ciudadana
505590364;Hurtado Ojeda, German;M;S;04/12/1970;1805000;Heredia;Renovación Costarricense
409150540;Wright Noguera, Félix;M;V;24/07/1995;1995000;Heredia;Partido Integración Nacional
303760343;Navas Torres, German;M;D;14/07/1992;760000;Guanacaste;Republicano Social Cristiano
302880985;Ruiz Pacheco, Priscila;M;U;04/08/1972;2470000;San José;Frente Amplio
408600089;Noguera Alvarado, Zaida;M;D;17/12/1970;665000;Limón;Movimiento Libertario
102030692;Ibanez Lara, Xavier;M;C;01/06/1997;2755000;Heredia;Partido Integración Nacional
600180084;Roldan Juárez, Lady;M;V;13/02/1972;475000;Cartago;Movimiento Libertario
400530275;Trujillo Lamas, Lorena;M;C;26/05/1998;2280000;Puntarenas;Liberación Nacional
508690510;Molina Fournier, Hilda;M;U;08/04/1999;2470000;Puntarenas;Accesibilidad sin Exclusión
602390871;Salas Monestel, Roberto;F;S;10/01/1969;1140000;Cartago;Renovación Costarricense
307020109;Ordoñez Ureña, Valeria;M;C;08/10/1982;570000;Heredia;Liberación Nacional
100010051;Hernández Quiroga, Hellen;M;S;28/05/1980;1805000;Cartago;Republicano Social Cristiano
705440355;Nicolas Jiménez, Mercedes;M;V;27/10/1976;2280000;Puntarenas;Republicano Social Cristiano
501570218;Ibanez Saborío, Karla;M;D;24/03/1994;950000;San José;Movimiento Libertario
706290238;Jaén Juárez, Yolanda;M;V;10/01/1962;475000;San José;Unidad Social Cristiana
109560007;Paniagua Sancho, Verónica;F;S;25/11/1972;570000;Alajuela;Accesibilidad sin Exclusión
400200714;López Wright, Bianka;F;D;17/06/1976;2660000;Puntarenas;Movimiento Libertario
505630053;Sancho Torres, Kevin;F;V;19/12/1994;285000;Puntarenas;Accesibilidad sin Exclusión
304630252;Lamas Palma, Mauricio;M;D;21/12/1977;2565000;Alajuela;Movimiento Libertario
404690468;Sanchez Iglesias, Ofelia;M;U;02/10/1989;2375000;Guanacaste;Unidad Social Cristiana
202420986;Obregón Naranjo, Pedro;M;V;15/05/1993;2280000;Cartago;Movimiento Libertario
207400735;Barahona Williams, Tania;M;U;10/07/1994;1330000;San José;Liberación Nacional
204570776;Herrera Talavera, Karla;M;C;28/09/1975;2090000;Puntarenas;Acción Ciudadana
501450020;Echandi Caballero, Rebeca;M;D;28/10/1982;1995000;Cartago;Unidad Social Cristiana
709970971;Barboza Paniagua, Vilma;F;V;10/09/1981;1425000;Limón;Frente Amplio
402120644;Torres Fournier, Kenneth;F;U;08/02/1963;1330000;Heredia;Unidad Social Cristiana
301830753;Padilla Noguera, Ingrid;F;S;29/03/1964;665000;Cartago;Unidad Social Cristiana
504770618;Gaitan Chavarría, Gerardo;M;D;20/10/1983;380000;Limón;Partido Integración Nacional
408510183;Angulo Ballesteros, Bruno;M;V;06/10/1997;2660000;Limón;Unidad Social Cristiana
702130619;Torres Cubero, Zulema;M;D;29/05/1998;570000;Puntarenas;Renovación Costarricense
107060951;Mendez Ibanez, Efraín;F;S;23/02/1981;1045000;Guanacaste;Liberación Nacional
500870515;Vallejo Esquivel, Teresa;M;D;27/06/1960;2755000;Alajuela;Unidad Social Cristiana
602800109;Ruiz Jerez, Kenneth;M;U;28/10/1982;2850000;Alajuela;Renovación Costarricense
601120007;Salas Fajardo, Verónica;M;S;16/05/1962;0;Guanacaste;Partido Integración Nacional
204410396;Gamboa Lamas, Debora;M;U;23/10/1999;475000;Cartago;Accesibilidad sin Exclusión
202580634;Iglesias Díaz, Ofelia;M;D;05/07/1983;1615000;Limón;Movimiento Libertario
200140963;Cespedes Quintero, Zacarías;F;U;06/06/1962;1900000;Guanacaste;Liberación Nacional
504260849;Madrigal Almengor, Valeria;M;U;03/11/1978;2945000;Guanacaste;Acción Ciudadana
408730197;Navas Ojeda, Grisel;F;D;30/07/1995;95000;Guanacaste;Renovación Costarricense
103050506;Fernández Vega, Gabriela;M;D;06/07/1988;3040000;Heredia;Unidad Social Cristiana
107270855;Fournier Campos, Carlos;F;V;25/11/1992;3040000;Cartago;Movimiento Libertario
509080027;Fonseca Lara, Braulio;F;U;04/01/1998;1710000;San José;Liberación Nacional
305160024;Hidalgo Galan, Giovanna;M;D;23/01/1964;1425000;Alajuela;Unidad Social Cristiana
500920183;Fernández Quintanilla, Ever;F;C;20/11/1989;2660000;Puntarenas;Frente Amplio
308070825;Ulloa Ulloa, Tatiana;F;S;16/11/1999;2565000;San José;Accesibilidad sin Exclusión
705640472;Campos Ojeda, José;F;V;13/08/1978;1140000;Puntarenas;Accesibilidad sin Exclusión
400310920;Ugarte Vallejo, Alvaro;F;S;31/05/1975;1615000;Guanacaste;Acción Ciudadana
505430717;Lamas Salas, René;F;U;06/07/1998;2660000;Alajuela;Republicano Social Cristiano
607810348;Wright Esquivel, Mauricio;F;D;13/03/1970;1710000;Guanacaste;Movimiento Libertario
401430938;Blanco Infante, Pablo;M;V;30/08/1977;1995000;Puntarenas;Accesibilidad sin Exclusión
408220251;Barahona Esquivel, Humberto;F;V;31/03/1969;1425000;San José;Accesibilidad sin Exclusión
107600367;López Alvarado, Wendy;F;D;03/10/1976;1995000;Puntarenas;Partido Integración Nacional
706860303;Elizondo Sanchez, Ingrid;F;U;05/03/1989;3040000;Guanacaste;Liberación Nacional
704330693;Gaitan Caballero, Arturo;F;S;10/04/1973;1045000;Puntarenas;Republicano Social Cristiano
407190519;Juárez Durán, Zacarías;F;S;17/04/1996;1140000;Limón;Frente Amplio
200460418;Izaguirre Quintanilla, Xavier;M;C;02/02/1970;3230000;Alajuela;Partido Integración Nacional
709650721;Cespedes Manzanares, German;M;V;01/05/1995;665000;Limón;Liberación Nacional
305870071;Fajardo Noguera, Huberth;F;C;24/08/1961;570000;Puntarenas;Movimiento Libertario
606770820;Sáenz Quiroga, Sonia;M;C;02/07/1965;2945000;Guanacaste;Liberación Nacional
706290635;Juárez Sáenz, German;M;V;19/06/1999;95000;Cartago;Unidad Social Cristiana
605280842;De la O Ureña, Nuria;F;S;08/08/1978;1425000;Puntarenas;Unidad Social Cristiana
600190627;Noguera Lamas, Isaías;M;V;16/06/1968;665000;Puntarenas;Renovación Costarricense
606540148;Talavera Vega, Francisco;F;V;25/02/1969;1330000;Puntarenas;Republicano Social Cristiano
603050725;Monestel Manzanares, Valeria;M;U;02/05/1986;380000;Guanacaste;Acción Ciudadana
506250446;Flores De la O, Olga;M;D;04/11/1989;1995000;Alajuela;Unidad Social Cristiana
302830438;Mendez Fernández, Yehudi;F;U;24/08/1998;665000;San José;Republicano Social Cristiano
704910890;Naranjo Ordoñez, Debora;F;D;19/06/1968;665000;Limón;Partido Integración Nacional
305390324;Saborío Molina, Diana;F;S;16/01/1990;1900000;San José;Renovación Costarricense
304710084;Abarca Ocampo, Ever;M;V;06/10/1988;760000;Limón;Movimiento Libertario
506220329;Lamas Zarate, Beatriz;M;C;22/02/1975;3135000;San José;Unidad Social Cristiana
305520093;Espinoza Talavera, Vilma;M;D;12/11/1998;1995000;Limón;Frente Amplio
400910354;Caballero Jiménez, Diego;F;U;21/09/1973;1235000;Alajuela;Renovación Costarricense
308540312;Echandi López, Indira;M;V;19/09/1968;2850000;Puntarenas;Renovación Costarricense
408760984;Saborío Molina, Julia;M;U;31/08/1996;1330000;Heredia;Renovación Costarricense
502950603;Quintero Hurtado, Arturo;M;D;28/05/1965;1900000;San José;Movimiento Libertario
703300451;Navas Talavera, Sonia;M;D;26/03/1980;3135000;San José;Frente Amplio
108260428;Domingues López, Diana;F;D;16/02/1971;190000;Puntarenas;Republicano Social Cristiano
105260184;Vega Ramírez, Braulio;F;V;21/03/1978;1140000;Cartago;Movimiento Libertario
709630416;Quintanilla Trujillo, Lady;F;S;21/02/1992;190000;San José;Liberación Nacional
509390011;Espinoza Fernández, Kenneth;M;S;27/01/1979;665000;Heredia;Republicano Social Cristiano
509230581;Blanco Jerez, Francisco;F;V;23/05/1962;665000;Limón;Movimiento Libertario
307770320;Urbina Ruiz, Elena;F;U;27/09/1988;3040000;Puntarenas;Partido Integración Nacional
507060051;Gamboa De la O, Kenneth;F;U;12/06/1989;1805000;San José;Movimiento Libertario
709640621;Bolaños Quintanilla, Victor;M;V;11/07/1996;1140000;Heredia;Renovación Costarricense
109160087;Caballero Navas, Mauricio;M;S;09/05/1990;285000;Puntarenas;Frente Amplio
603680977;Sancho Esquivel, Nazaret;M;C;06/03/1973;760000;Heredia;Republicano Social Cristiano
303760869;Ojeda Barahona, Norman;F;S;04/02/1965;1330000;Limón;Republicano Social Cristiano
206380844;Barboza Infante, Raúl;F;C;16/11/1988;760000;Heredia;Unidad Social Cristiana
201590225;Ordoñez Angulo, Félix;M;V;12/12/1981;1615000;Limón;Partido Integración Nacional
400170289;Hurtado Nicolas, Verónica;F;V;27/01/1984;1425000;Puntarenas;Accesibilidad sin Exclusión
606100976;Roldan Navas, Irma;F;U;04/05/1977;1045000;Alajuela;Liberación Nacional
106320211;Ulloa Esquivel, Zaida;F;D;11/11/1991;2755000;San José;Accesibilidad sin Exclusión
702850737;Acevedo Ocampo, Karen;M;U;29/07/1980;380000;Guanacaste;Movimiento Libertario
207170612;Flores Torres, Carolina;F;S;08/06/1999;1615000;Cartago;Liberación Nacional
409740945;Ocampo Tijerino, Kenneth;M;S;15/10/1976;3135000;Guanacaste;Frente Amplio
300110604;Roldan Sancho, Katia;M;D;05/04/1966;2280000;Puntarenas;Partido Integración Nacional
609890911;Campos Escalante, Lady;F;D;07/05/1965;2850000;Alajuela;Movimiento Libertario
609550054;Navas Vargas, Pablo;F;V;04/09/1996;3040000;Guanacaste;Republicano Social Cristiano
706670242;Díaz Zarate, Cesar;F;V;21/12/1981;380000;Puntarenas;Renovación Costarricense
609200742;Jerez Bolaños, Arturo;F;U;06/02/1996;2185000;Cartago;Republicano Social Cristiano
707180061;Ojeda Ramírez, Teresa;F;S;11/02/1991;380000;San José;Republicano Social Cristiano
602140687;López Fernández, Walter;M;S;02/09/1980;285000;Cartago;Acción Ciudadana
102450344;Salas Fonseca, Laura;M;D;26/11/1975;1235000;Alajuela;Liberación Nacional
406150401;Roldan López, Yonan;M;C;12/04/1962;855000;Puntarenas;Republicano Social Cristiano
301700958;Bolaños Valencia, Cesar;F;D;20/11/1983;285000;Alajuela;Partido Integración Nacional
704450941;Monestel Tijerino, René;F;C;11/06/1981;1425000;Guanacaste;Partido Integración Nacional
107110931;Varela Mendez, Olga;F;U;29/10/1973;760000;Cartago;Partido Integración Nacional
305740907;Quirós Vargas, Orlando;F;V;08/01/1980;2470000;Limón;Accesibilidad sin Exclusión
209050385;Vega Barahona, Mauricio;F;C;01/09/1993;2280000;Puntarenas;Acción Ciudadana
303480191;Fournier Varela, Teodóro;M;U;15/09/1969;3040000;Cartago;Accesibilidad sin Exclusión
505430644;Jerez Tijerino, Diego;F;S;22/08/1972;1520000;Alajuela;Acción Ciudadana
409010438;Ugarte Saborío, Uriel;F;C;13/05/1981;0;Heredia;Accesibilidad sin Exclusión
106980238;Ordoñez Quintanilla, Mario;M;D;06/04/1984;2945000;Puntarenas;Frente Amplio
507050005;Zarate Labrador, Olga;F;V;01/01/1966;3135000;Limón;Acción Ciudadana
503010525;Hernández Quintanilla, Xiomara;F;C;02/12/1970;2375000;San José;Acción Ciudadana
105990660;Galan Sancho, William;F;C;10/05/1976;1330000;San José;Movimiento Libertario
202800332;Vargas Ordoñez, Odir;M;C;18/03/1999;1045000;Limón;Renovación Costarricense
709260265;Zamora Salas, Adriana;F;S;04/03/1997;3230000;Alajuela;Unidad Social Cristiana
601990089;Palma Nicolas, Nuria;M;S;15/07/1970;1520000;San José;Accesibilidad sin Exclusión
208920837;Williams Alvarado, Sonia;F;D;22/06/1986;3230000;Guanacaste;Frente Amplio
409060304;Roldan Esquivel, Teresa;F;S;18/10/1966;1615000;Guanacaste;Unidad Social Cristiana
408000555;Jaén Echandi, Diana;F;C;05/02/1974;380000;Heredia;Acción Ciudadana
308800756;Ruiz Domingues, Francini;M;S;26/06/1998;380000;Cartago;Liberación Nacional
708480678;Redondo Quintanilla, Mauricio;F;S;03/06/1984;1995000;Cartago;Unidad Social Cristiana
706430578;Nuñez Jerez, Zulema;F;S;22/06/1975;475000;Limón;Liberación Nacional
105270396;Urbina Sáenz, Tobías;M;U;06/09/1987;95000;San José;Republicano Social Cristiano
605980330;Alvarado Ballesteros, Francini;M;D;05/05/1975;475000;Alajuela;Republicano Social Cristiano
402830202;Tijerino Domingues, Teodóro;M;C;01/07/1967;3040000;Heredia;Liberación Nacional
503180628;Ojeda Ochoa, Luis;F;V;11/08/1983;1805000;San José;Accesibilidad sin Exclusión
604900066;Campos Quiroga, Paula;F;U;22/03/1987;2470000;Limón;Republicano Social Cristiano
609690986;García Quiroga, Mauricio;M;C;27/10/1974;1805000;Alajuela;Acción Ciudadana
